"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 27 02:26:16 GMT 2023","Thu Jul 27 02:26:17 GMT 2023","1076","tests.metro","test_cart_build","TestGetCart","","","test_getCartBySuperuser_returns200AndData[User.SUPERUSER]",""
"passed","Thu Jul 27 02:26:37 GMT 2023","Thu Jul 27 02:26:38 GMT 2023","461","tests.order","test_order","TestGetOrder","","","test_getOrder_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Thu Jul 27 02:26:43 GMT 2023","Thu Jul 27 02:26:44 GMT 2023","1190","tests.staging","test_staging","TestAssignMetro","","","test_assignMetro_withValidData_returns200AndData[User.SUPERUSER]",""
"passed","Thu Jul 27 02:25:49 GMT 2023","Thu Jul 27 02:25:49 GMT 2023","89","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_POST_returns400AndError[User.FACILITY_ADMIN]",""
"passed","Thu Jul 27 02:27:00 GMT 2023","Thu Jul 27 02:27:00 GMT 2023","70","tests.user","test_menu","TestMenu","","","test_unauthGetMenuList_returnsError[User.NONE]",""
"passed","Thu Jul 27 02:26:23 GMT 2023","Thu Jul 27 02:26:23 GMT 2023","98","tests.order","test_driver_assignment","TestGetUnassignedOrders","","","test_getUnassignedOrders_withNotExistingFacility_returns400AndError[User.SUPERUSER]",""
"passed","Thu Jul 27 02:26:38 GMT 2023","Thu Jul 27 02:26:38 GMT 2023","488","tests.order","test_order","TestUpdateOrder","","","test_updateOrder_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Thu Jul 27 02:24:34 GMT 2023","Thu Jul 27 02:24:40 GMT 2023","5069","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withEmptyInventory_returns200AndData[User.SUPERUSER-daily-item_type-cart_build]",""
"passed","Thu Jul 27 02:26:57 GMT 2023","Thu Jul 27 02:26:57 GMT 2023","97","tests.user","test_drivers_list","TestGetAllDrivers","","","test_getAllDrivers_return200AndData[User.SUPERUSER]",""
"passed","Thu Jul 27 02:24:21 GMT 2023","Thu Jul 27 02:24:21 GMT 2023","85","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_POST_returns400AndError[User.FACILITY_ADMIN]",""
