"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 04 02:27:17 GMT 2023","Wed Oct 04 02:27:18 GMT 2023","1495","tests.user","test_users","TestCreateUser","","","test_createUserBySuperuser_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:20:35 GMT 2023","Wed Oct 04 02:20:35 GMT 2023","409","tests.customer","test_delivery_schedule","TestGetDeliverySchedule","","","test_getDeliverySchedule_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:26:12 GMT 2023","Wed Oct 04 02:26:13 GMT 2023","634","tests.items","test_facility_item_type","TestDeleteFacilityItemType","","","test_deleteFacilityItemTypeBySuperuser_withValidID_returns204[User.SUPERUSER]",""
"passed","Wed Oct 04 02:20:26 GMT 2023","Wed Oct 04 02:20:26 GMT 2023","213","tests.customer","test_customer","TestUpdateCustomer","","","test_updateCustomer_updateStatusToInactive_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:23:07 GMT 2023","Wed Oct 04 02:24:13 GMT 2023","66711","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withEmptyInventory_returns200AndData[User.SUPERUSER-monthly-item_type-cart_build]",""
"passed","Wed Oct 04 02:25:34 GMT 2023","Wed Oct 04 02:25:34 GMT 2023","152","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withDeliveredMetroConfig_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:26:03 GMT 2023","Wed Oct 04 02:26:03 GMT 2023","340","tests.facility","test_truck","TestCreateTruck","","","test_createTruck_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:20:41 GMT 2023","Wed Oct 04 02:21:20 GMT 2023","38941","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withEmptyInventory_returns200AndData[User.SUPERUSER-daily-item_type-cart_build]",""
"passed","Wed Oct 04 02:26:02 GMT 2023","Wed Oct 04 02:26:02 GMT 2023","86","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_GET_returns400AndError[User.FACILITY_USER]",""
"passed","Wed Oct 04 02:26:48 GMT 2023","Wed Oct 04 02:26:48 GMT 2023","443","tests.order","test_order","TestGetOrder","","","test_getOrder_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:20:27 GMT 2023","Wed Oct 04 02:20:27 GMT 2023","269","tests.customer","test_customer","TestDeleteCustomer","","","test_deleteCustomer_withValidID_returns204[User.SUPERUSER]",""
"passed","Wed Oct 04 02:26:54 GMT 2023","Wed Oct 04 02:26:55 GMT 2023","537","tests.staging","test_staging","TestAssignMetro","","","test_assignMetro_withMetroWithoutCartBuild_returns400AndError[User.SUPERUSER]",""
"passed","Wed Oct 04 02:26:14 GMT 2023","Wed Oct 04 02:26:14 GMT 2023","96","tests.items","test_inventory_category","TestCreateInventoryCategory","","","test_createInventoryCategoryBySuperuser_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:27:10 GMT 2023","Wed Oct 04 02:27:11 GMT 2023","676","tests.user","test_role","TestGetAllRoles","","","test_getAllRoles_return200AndData[User.FACILITY_ADMIN]",""
"passed","Wed Oct 04 02:20:28 GMT 2023","Wed Oct 04 02:20:28 GMT 2023","57","tests.customer","test_customer","TestCustomerAuth","","","test_getCustomer_withoutAuthorization_returns400AndError[User.NONE]",""
"passed","Wed Oct 04 02:27:12 GMT 2023","Wed Oct 04 02:27:13 GMT 2023","519","tests.user","test_role","TestDeleteRole","","","test_deleteRoleBySuperuser_withValidID_returns204[User.SUPERUSER]",""
"passed","Wed Oct 04 02:26:02 GMT 2023","Wed Oct 04 02:26:02 GMT 2023","80","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_POST_withSuperuser_returns400AndError[User.SUPERUSER]",""
"passed","Wed Oct 04 02:26:34 GMT 2023","Wed Oct 04 02:26:34 GMT 2023","88","tests.metro","test_metro_item_configuration","TestDeleteMetroItemTypeConfiguration","","","test_deleteMetroItemConfigBySuperuser_byValidID_returns404[User.SUPERUSER]",""
"passed","Wed Oct 04 02:27:07 GMT 2023","Wed Oct 04 02:27:07 GMT 2023","409","tests.user","test_role","TestCreateRole","","","test_createRole_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:27:13 GMT 2023","Wed Oct 04 02:27:14 GMT 2023","477","tests.user","test_token","TestLogin","","","test_loginUser_withValidCredentials_returns200AndTokens[User.NONE-User.FACILITY_ADMIN]","
        GIVEN valid email and valid password,
        WHEN POST /user/token/ request is executed,
        THEN response code should be 200,
        AND response body should contain access and refresh tokens.
        "
"passed","Wed Oct 04 02:26:04 GMT 2023","Wed Oct 04 02:26:04 GMT 2023","439","tests.facility","test_truck","TestGetTruck","","","test_getTruck_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:26:06 GMT 2023","Wed Oct 04 02:26:07 GMT 2023","319","tests.inventory","test_inventory_location","TestCreateInventoryLocation","","","test_createInventoryLocation_withValidData_returns201AndData[User.SUPERUSER-exit]",""
"passed","Wed Oct 04 02:20:41 GMT 2023","Wed Oct 04 02:20:41 GMT 2023","216","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withEmptyInventory_returns200AndData[User.SUPERUSER-daily-metro_config-cart_build]",""
"passed","Wed Oct 04 02:26:05 GMT 2023","Wed Oct 04 02:26:05 GMT 2023","415","tests.facility","test_truck","TestUpdateTruck","","","test_updateTruck_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:27:07 GMT 2023","Wed Oct 04 02:27:08 GMT 2023","383","tests.user","test_role","TestCreateRole","","","test_createRole_withValidData_returns201AndData[User.FACILITY_ADMIN]",""
"passed","Wed Oct 04 02:20:28 GMT 2023","Wed Oct 04 02:20:28 GMT 2023","88","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_ALL_returns200AndData[User.SUPERUSER]","
        Get all customers is allowed without section param.
        "
"passed","Wed Oct 04 02:26:48 GMT 2023","Wed Oct 04 02:26:48 GMT 2023","125","tests.order","test_order","TestGetAllOrders","","","test_getAllOrders_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:20:25 GMT 2023","Wed Oct 04 02:20:25 GMT 2023","107","tests.customer","test_customer","TestCreateCustomer","","","test_createCustomer_notSuperuser_returns403AndError[User.FACILITY_ADMIN]",""
"passed","Wed Oct 04 02:20:22 GMT 2023","Wed Oct 04 02:20:22 GMT 2023","127","tests.customer","test_customer","TestCreateCustomer","","","test_createCustomer_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:26:20 GMT 2023","Wed Oct 04 02:26:21 GMT 2023","940","tests.metro","test_cart_build","TestCreateCart","","","test_cartRebuild_withValidData_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:27:06 GMT 2023","Wed Oct 04 02:27:06 GMT 2023","122","tests.user","test_menu","TestMenu","","","test_getMenuList_returnsAllMenuListItems[User.FACILITY_ADMIN]",""
"passed","Wed Oct 04 02:26:42 GMT 2023","Wed Oct 04 02:26:44 GMT 2023","1918","tests.order","test_driver_assignment","TestGetTruckOrdersAndDrivers","","","test_getTruckOrdersAndDrivers_withNoAssignedOrders_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:20:29 GMT 2023","Wed Oct 04 02:20:29 GMT 2023","89","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_PATCH_DELETE_returns400AndError[User.FACILITY_ADMIN-GET]",""
"passed","Wed Oct 04 02:20:29 GMT 2023","Wed Oct 04 02:20:29 GMT 2023","85","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_PATCH_DELETE_returns400AndError[User.FACILITY_ADMIN-PATCH]",""
"passed","Wed Oct 04 02:27:23 GMT 2023","Wed Oct 04 02:27:24 GMT 2023","1409","tests.user","test_users","TestGetUser","","","test_getsUserByFacilityAdmin_withValidID_returns200AndData[User.FACILITY_ADMIN]",""
"passed","Wed Oct 04 02:20:29 GMT 2023","Wed Oct 04 02:20:29 GMT 2023","86","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_PATCH_DELETE_returns400AndError[User.FACILITY_ADMIN-DELETE]",""
"passed","Wed Oct 04 02:26:47 GMT 2023","Wed Oct 04 02:26:47 GMT 2023","319","tests.order","test_order","TestCreateOrder","","","test_createOrder_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:27:05 GMT 2023","Wed Oct 04 02:27:06 GMT 2023","529","tests.user","test_drivers_list","TestGetAllDrivers","","","test_getAllDrivers_withExistingDrivers_return200AndData[User.FACILITY_ADMIN]",""
"passed","Wed Oct 04 02:26:33 GMT 2023","Wed Oct 04 02:26:34 GMT 2023","645","tests.metro","test_metro_item_configuration","TestDeleteMetroItemTypeConfiguration","","","test_deleteMetroItemConfigBySuperuser_byValidID_returns204[User.SUPERUSER]",""
"passed","Wed Oct 04 02:27:06 GMT 2023","Wed Oct 04 02:27:07 GMT 2023","204","tests.user","test_menu","TestMenu","","","test_getUserMenus_returnsCorrectUserMenus[User.FACILITY_ADMIN-False]","
        TODO: To verify that correct edit, view permissions are fetched,
        we need to create a role, assign it to user.
        "
"passed","Wed Oct 04 02:25:40 GMT 2023","Wed Oct 04 02:25:40 GMT 2023","103","tests.dashboards","test_order_history","TestGetOrderHistoryChart","","","test_getOrderHistoryChart_withExistingOrders_returns200AndData[User.SUPERUSER]",""
"passed","Wed Oct 04 02:27:06 GMT 2023","Wed Oct 04 02:27:06 GMT 2023","128","tests.user","test_menu","TestMenu","","","test_getMenuList_returnsAllMenuListItems[User.SUPERUSER]",""
"passed","Wed Oct 04 02:20:34 GMT 2023","Wed Oct 04 02:20:34 GMT 2023","90","tests.customer","test_customer_contact","TestDeleteCustomerContact","","","test_deleteCustomerContact_withWrongID_returns204[User.SUPERUSER]",""
