"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 02 02:27:19 GMT 2023","Wed Aug 02 02:27:20 GMT 2023","428","tests.user","test_token","TestLogin","","","test_loginUser_withWrongEmailAndWrongPassword_returns401AndError[User.NONE-turnerstephanie@example.org-Xj^7Sg9Ce2]",""
"passed","Wed Aug 02 02:25:26 GMT 2023","Wed Aug 02 02:25:27 GMT 2023","1425","tests.dashboards","test_order_history","TestGetOrderMetros","","","test_getOrderMetros_withValidData_returns200AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:26:24 GMT 2023","Wed Aug 02 02:26:25 GMT 2023","401","tests.metro","test_metro_commision","TestCreateMetroCommission","","","test_createMetroBySuperuser_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:26:00 GMT 2023","Wed Aug 02 02:26:01 GMT 2023","662","tests.items","test_facility_item_type","TestCreateFacilityItemType","","","test_createFacilityItemTypeBySuperuser_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:25:57 GMT 2023","Wed Aug 02 02:25:57 GMT 2023","117","tests.inventory","test_inventory_location","TestCreateInventoryLocation","","","test_createInventoryLocation_withWrongData_returns400AndError[User.SUPERUSER]",""
"passed","Wed Aug 02 02:27:10 GMT 2023","Wed Aug 02 02:27:10 GMT 2023","160","tests.user","test_menu","TestMenu","","","test_getUserMenus_returnsCorrectUserMenus[User.FACILITY_ADMIN-True]","
        TODO: To verify that correct edit, view permissions are fetched,
        we need to create a role, assign it to user.
        "
"passed","Wed Aug 02 02:25:48 GMT 2023","Wed Aug 02 02:25:49 GMT 2023","307","tests.facility","test_facility","TestDeleteFacility","","","test_deleteFacility_byValidID_returns204[User.SUPERUSER]",""
"passed","Wed Aug 02 02:24:10 GMT 2023","Wed Aug 02 02:24:10 GMT 2023","118","tests.customer","test_customer","TestCreateCustomer","","","test_createCustomer_notSuperuser_returns403AndError[User.FACILITY_USER]",""
"passed","Wed Aug 02 02:25:39 GMT 2023","Wed Aug 02 02:25:40 GMT 2023","1868","tests.driver_process","test_driver_process","TestDriverMetroScan","","","test_driverMetroScan_withValidData_returns200AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:24:08 GMT 2023","Wed Aug 02 02:24:08 GMT 2023","144","tests.customer","test_customer","TestCreateCustomer","","","test_createCustomer_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:25:21 GMT 2023","Wed Aug 02 02:25:22 GMT 2023","133","tests.dashboards","test_order_history","TestGetOrderHistory","","","test_getOrderHistory_withDeliveredOrder_returns200AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:25:47 GMT 2023","Wed Aug 02 02:25:47 GMT 2023","271","tests.facility","test_facility","TestUpdateFacility","","","test_updateFacilityStatus_byValidID_returns200AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:25:18 GMT 2023","Wed Aug 02 02:25:19 GMT 2023","523","tests.dashboards","test_order_history","TestGetOrderHistory","","","test_getOrderHistory_withNotDeliveredOrder_returns200AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:24:11 GMT 2023","Wed Aug 02 02:24:11 GMT 2023","128","tests.customer","test_customer","TestCreateCustomer","","","test_createCustomer_notSuperuser_returns403AndError[User.FACILITY_ADMIN]",""
"passed","Wed Aug 02 02:24:14 GMT 2023","Wed Aug 02 02:24:14 GMT 2023","115","tests.customer","test_customer","TestDeleteCustomer","","","test_deleteCustomer_withWrongID_returns404AndError[User.SUPERUSER]",""
"passed","Wed Aug 02 02:26:54 GMT 2023","Wed Aug 02 02:26:55 GMT 2023","507","tests.staging","test_staging","TestAssignMetro","","","test_assignMetro_withWrongMetro_returns400AndError[User.SUPERUSER]",""
"passed","Wed Aug 02 02:27:07 GMT 2023","Wed Aug 02 02:27:07 GMT 2023","103","tests.user","test_drivers_list","TestGetAllDrivers","","","test_getAllDrivers_return200AndData[User.SUPERUSER]",""
"passed","Wed Aug 02 02:25:54 GMT 2023","Wed Aug 02 02:25:55 GMT 2023","400","tests.inventory","test_inventory_location","TestCreateInventoryLocation","","","test_createInventoryLocation_withValidData_returns201AndData[User.SUPERUSER-exit]",""
"passed","Wed Aug 02 02:25:22 GMT 2023","Wed Aug 02 02:25:23 GMT 2023","254","tests.dashboards","test_order_history","TestGetOrderHistoryChart","","","test_getOrderHistoryChart_withEmptyHistory_returns200AndData[User.SUPERUSER]",""
