"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 10 02:33:57 GMT 2023","Thu Aug 10 02:33:57 GMT 2023","16","tests.facility","test_facility","TestFacilityAuth","","","test_updateFacility_unauthRequest_returns400AndError[User.NONE]",""
"passed","Thu Aug 10 02:31:54 GMT 2023","Thu Aug 10 02:31:54 GMT 2023","225","tests.customer","test_customer_contact","TestCreateCustomerContact","","","test_createCustomerContact_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Thu Aug 10 02:34:02 GMT 2023","Thu Aug 10 02:34:02 GMT 2023","271","tests.inventory","test_inventory_location","TestGetInventoryLocation","","","test_getInventoryLocation_withValidID_returns200AndData[User.SUPERUSER]",""
"broken","Thu Aug 10 02:33:53 GMT 2023","Thu Aug 10 02:33:54 GMT 2023","459","tests.driver_process","test_driver_process","TestSubmit","","","test_submit_withValidData_returns200AndData[User.SUPERUSER]",""
"passed","Thu Aug 10 02:34:05 GMT 2023","Thu Aug 10 02:34:05 GMT 2023","131","tests.items","test_inventory_category","TestDeleteInventoryCategory","","","test_deleteInventoryCategoryBySuperuser_withValidID_returns204[User.SUPERUSER]",""
"passed","Thu Aug 10 02:33:58 GMT 2023","Thu Aug 10 02:33:58 GMT 2023","47","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_POST_returns400AndError[User.FACILITY_ADMIN]",""
"broken","Thu Aug 10 02:34:14 GMT 2023","Thu Aug 10 02:34:14 GMT 2023","546","tests.metro","test_cart_build","TestCreateCart","","","test_createCart_withMetroAndMetroConfigBelongingToDifferentFacility_returns400AndError[User.SUPERUSER]",""
"passed","Thu Aug 10 02:31:53 GMT 2023","Thu Aug 10 02:31:53 GMT 2023","54","tests.customer","test_customer","TestUpdateCustomer","","","test_updateCustomer_notSuperuser_returns403AndError[User.FACILITY_USER]",""
"passed","Thu Aug 10 02:32:25 GMT 2023","Thu Aug 10 02:32:25 GMT 2023","159","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withEmptyInventory_returns200AndData[User.SUPERUSER-weekly-metro_config-delivered]",""
"passed","Thu Aug 10 02:31:54 GMT 2023","Thu Aug 10 02:31:54 GMT 2023","42","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_PATCH_DELETE_returns400AndError[User.FACILITY_ADMIN-DELETE]",""
