"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 12 02:16:49 GMT 2023","Sat Aug 12 02:16:49 GMT 2023","91","tests.inventory","test_inventory_location","TestGetAllInventoryLocations","","","test_getAllInventoryLocations_returns200AndData[User.SUPERUSER]",""
"passed","Sat Aug 12 02:17:48 GMT 2023","Sat Aug 12 02:17:48 GMT 2023","331","tests.order","test_order","TestCreateOrder","","","test_createOrder_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Sat Aug 12 02:14:18 GMT 2023","Sat Aug 12 02:14:18 GMT 2023","42","tests.customer","test_customer","TestCustomerAuth","","","test_getCustomer_withoutAuthorization_returns400AndError[User.NONE]",""
"passed","Sat Aug 12 02:17:53 GMT 2023","Sat Aug 12 02:17:53 GMT 2023","493","tests.staging","test_staging","TestGetOrders","","","test_getOrders_forFacilityByCustomer_returns200AndData[User.SUPERUSER]",""
"broken","Sat Aug 12 02:15:50 GMT 2023","Sat Aug 12 02:15:50 GMT 2023","0","tests.dashboards","test_order_history","TestGetOrderHistory","","","test_getOrderHistory_withDeliveredOrder_returns200AndData[User.SUPERUSER]",""
"passed","Sat Aug 12 02:14:18 GMT 2023","Sat Aug 12 02:14:18 GMT 2023","80","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_PATCH_DELETE_returns400AndError[User.FACILITY_ADMIN-GET]",""
"passed","Sat Aug 12 02:18:40 GMT 2023","Sat Aug 12 02:18:40 GMT 2023","44","tests.user","test_token","TestLogin","","","test_loginUser_withEmptyFields_returns400AndError[User.NONE-5I573SYu%I- -error1]",""
"passed","Sat Aug 12 02:14:16 GMT 2023","Sat Aug 12 02:14:17 GMT 2023","297","tests.customer","test_customer","TestUpdateCustomer","","","test_updateCustomer_withExistingNameAndBarcode_returns400AndError[User.SUPERUSER]",""
"passed","Sat Aug 12 02:14:23 GMT 2023","Sat Aug 12 02:14:23 GMT 2023","89","tests.customer","test_customer_contact","TestDeleteCustomerContact","","","test_deleteCustomerContact_withWrongID_returns204[User.SUPERUSER]",""
"passed","Sat Aug 12 02:18:36 GMT 2023","Sat Aug 12 02:18:36 GMT 2023","511","tests.user","test_role","TestDeleteRole","","","test_deleteRoleBySuperuser_withValidID_returns204[User.SUPERUSER]",""
"passed","Sat Aug 12 02:14:17 GMT 2023","Sat Aug 12 02:14:17 GMT 2023","79","tests.customer","test_customer","TestUpdateCustomer","","","test_updateCustomer_withWrongID_returns404AndError[User.SUPERUSER]",""
"passed","Sat Aug 12 02:14:43 GMT 2023","Sat Aug 12 02:14:53 GMT 2023","9321","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withEmptyInventory_returns200AndData[User.SUPERUSER-daily-item_type-delivered]",""
"passed","Sat Aug 12 02:16:42 GMT 2023","Sat Aug 12 02:16:43 GMT 2023","43","tests.facility","test_facility","TestFacilityAuth","","","test_getFacility_unauthRequest_returns400AndError[User.NONE]",""
