"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 19 02:39:52 GMT 2023","Tue Dec 19 02:39:52 GMT 2023","16","tests.facility","test_facility","TestFacilityAuth","","","test_updateFacility_unauthRequest_returns400AndError[User.NONE]",""
"passed","Tue Dec 19 02:40:39 GMT 2023","Tue Dec 19 02:40:39 GMT 2023","15","tests.user","test_menu","TestMenu","","","test_unauthGetMenuList_returnsError[User.NONE]",""
"passed","Tue Dec 19 02:40:40 GMT 2023","Tue Dec 19 02:40:41 GMT 2023","549","tests.user","test_role","TestCreateRole","","","test_createDriverRole_returns201AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:40:29 GMT 2023","Tue Dec 19 02:40:29 GMT 2023","352","tests.staging","test_staging","TestGetOrders","","","test_getOrders_forFacilityByCustomer_returns200AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:40:39 GMT 2023","Tue Dec 19 02:40:39 GMT 2023","91","tests.user","test_menu","TestMenu","","","test_getMenuList_returnsAllMenuListItems[User.FACILITY_ADMIN]",""
"passed","Tue Dec 19 02:40:59 GMT 2023","Tue Dec 19 02:41:01 GMT 2023","1628","tests.user","test_users","TestDeleteUser","","","test_deleteRoleBySuperuser_withValidID_returns204[User.SUPERUSER]",""
"passed","Tue Dec 19 02:40:13 GMT 2023","Tue Dec 19 02:40:13 GMT 2023","193","tests.metro","test_metro_commision","TestGetAllMetros","","","test_getAllMetrosBySuperuser_returns200AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:39:58 GMT 2023","Tue Dec 19 02:39:58 GMT 2023","313","tests.inventory","test_inventory_location","TestUpdateInventoryLocation","","","test_updateInventoryLocation_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:40:39 GMT 2023","Tue Dec 19 02:40:39 GMT 2023","101","tests.user","test_menu","TestMenu","","","test_getUserMenus_returnsCorrectUserMenus[User.SUPERUSER-True]","
        TODO: To verify that correct edit, view permissions are fetched,
        we need to create a role, assign it to user.
        "
"passed","Tue Dec 19 02:39:52 GMT 2023","Tue Dec 19 02:39:52 GMT 2023","15","tests.facility","test_facility","TestFacilityAuth","","","test_getFacilities_unauthRequest_returns400AndError[User.NONE]",""
"passed","Tue Dec 19 02:40:21 GMT 2023","Tue Dec 19 02:40:23 GMT 2023","1916","tests.order","test_driver_assignment","TestGetTruckOrdersAndDrivers","","","test_getTruckOrdersAndDrivers_withNoAssignedOrders_returns200AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:39:51 GMT 2023","Tue Dec 19 02:39:52 GMT 2023","210","tests.facility","test_facility","TestUpdateFacility","","","test_updateFacility_byValidIDWithExistingName_returns400AndError[User.SUPERUSER]",""
"passed","Tue Dec 19 02:40:28 GMT 2023","Tue Dec 19 02:40:29 GMT 2023","346","tests.staging","test_staging","TestGetOrders","","","test_getOrders_forFacilityWithExistingOrder_returns200AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:25:50 GMT 2023","Tue Dec 19 02:25:50 GMT 2023","49","tests.customer","test_customer","TestUpdateCustomer","","","test_updateCustomer_notSuperuser_returns403AndError[User.FACILITY_USER]",""
"passed","Tue Dec 19 02:25:49 GMT 2023","Tue Dec 19 02:25:49 GMT 2023","54","tests.customer","test_customer","TestGetCustomer","","","test_getCustomer_withWrongID_returns404AndError[User.SUPERUSER]",""
"passed","Tue Dec 19 02:25:56 GMT 2023","Tue Dec 19 02:25:56 GMT 2023","334","tests.customer","test_delivery_schedule","TestDeleteDeliverySchedule","","","test_deleteDeliverySchedule_withValidID_returns204[User.SUPERUSER]",""
"passed","Tue Dec 19 02:25:57 GMT 2023","Tue Dec 19 02:25:58 GMT 2023","590","tests.dashboards","test_inventory","TestGetCurrentInventory","","","test_getCurrentInventory_withMetroConfig_returns200AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:39:52 GMT 2023","Tue Dec 19 02:39:53 GMT 2023","43","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_GET_returns400AndError[User.SUPERUSER]",""
"passed","Tue Dec 19 02:27:49 GMT 2023","Tue Dec 19 02:29:55 GMT 2023","126668","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withEmptyInventory_returns200AndData[User.SUPERUSER-daily-item_type-delivered]",""
"passed","Tue Dec 19 02:39:52 GMT 2023","Tue Dec 19 02:39:52 GMT 2023","38","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_POST_returns400AndError[User.FACILITY_ADMIN]",""
"passed","Tue Dec 19 02:39:35 GMT 2023","Tue Dec 19 02:39:35 GMT 2023","150","tests.dashboards","test_order_history","TestGetOrderHistoryChart","","","test_getOrderHistoryChart_withEmptyHistory_returns200AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:39:52 GMT 2023","Tue Dec 19 02:39:52 GMT 2023","16","tests.facility","test_facility","TestFacilityAuth","","","test_deleteFacility_unauthRequest_returns400AndError[User.NONE]",""
"passed","Tue Dec 19 02:39:30 GMT 2023","Tue Dec 19 02:39:31 GMT 2023","646","tests.dashboards","test_inventory","TestGetDailyInventory","","","test_getDailyInventory_withCartBuildMetroConfig_returns200AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:25:48 GMT 2023","Tue Dec 19 02:25:48 GMT 2023","59","tests.customer","test_customer","TestCreateCustomer","","","test_createCustomer_notSuperuser_returns403AndError[User.FACILITY_USER]",""
"passed","Tue Dec 19 02:40:26 GMT 2023","Tue Dec 19 02:40:26 GMT 2023","230","tests.order","test_order","TestCreateOrder","","","test_createOrder_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:39:59 GMT 2023","Tue Dec 19 02:39:59 GMT 2023","358","tests.items","test_facility_item_type","TestCreateFacilityItemType","","","test_createFacilityItemTypeBySuperuser_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Tue Dec 19 02:39:53 GMT 2023","Tue Dec 19 02:39:53 GMT 2023","44","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_PATCH_DELETE_withSuperuser_returns400AndError[User.SUPERUSER-DELETE]",""
"passed","Tue Dec 19 02:40:46 GMT 2023","Tue Dec 19 02:40:46 GMT 2023","489","tests.user","test_token","TestLogin","","","test_loginUser_withValidCredentials_returns200AndTokens[User.NONE-User.FACILITY_ADMIN]","
        GIVEN valid email and valid password,
        WHEN POST /user/token/ request is executed,
        THEN response code should be 200,
        AND response body should contain access and refresh tokens.
        "
"passed","Tue Dec 19 02:40:31 GMT 2023","Tue Dec 19 02:40:32 GMT 2023","297","tests.staging","test_staging","TestAssignMetro","","","test_assignMetro_withWrongMetro_returns400AndError[User.SUPERUSER]",""
"passed","Tue Dec 19 02:25:50 GMT 2023","Tue Dec 19 02:25:50 GMT 2023","49","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_PATCH_DELETE_returns400AndError[User.SUPERUSER-GET]",""
"passed","Tue Dec 19 02:39:52 GMT 2023","Tue Dec 19 02:39:52 GMT 2023","15","tests.facility","test_facility","TestFacilityAuth","","","test_createFacility_unauthRequest_returns400AndError[User.NONE]",""
"passed","Tue Dec 19 02:40:55 GMT 2023","Tue Dec 19 02:40:56 GMT 2023","1429","tests.user","test_users","TestGetUser","","","test_getsUserByFacilityAdmin_withValidID_returns200AndData[User.FACILITY_ADMIN]",""
"passed","Tue Dec 19 02:40:31 GMT 2023","Tue Dec 19 02:40:31 GMT 2023","366","tests.staging","test_staging","TestAssignMetro","","","test_assignMetro_withMetroWithoutCartBuild_returns400AndError[User.SUPERUSER]",""
"passed","Tue Dec 19 02:25:50 GMT 2023","Tue Dec 19 02:25:50 GMT 2023","42","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_POST_returns400AndError[User.FACILITY_ADMIN]",""
"passed","Tue Dec 19 02:25:49 GMT 2023","Tue Dec 19 02:25:49 GMT 2023","153","tests.customer","test_customer","TestUpdateCustomer","","","test_updateCustomer_updateStatusToInactive_returns200AndData[User.SUPERUSER]",""
