"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 10 02:23:40 GMT 2023","Sun Sep 10 02:23:40 GMT 2023","114","tests.items","test_inventory_category","TestCreateInventoryCategory","","","test_createInventoryCategoryBySuperuser_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:19:58 GMT 2023","Sun Sep 10 02:19:59 GMT 2023","587","tests.customer","test_customer_contact","TestDeleteCustomerContact","","","test_deleteCustomerContact_withValidID_returns204[User.SUPERUSER]",""
"passed","Sun Sep 10 02:20:02 GMT 2023","Sun Sep 10 02:20:03 GMT 2023","585","tests.customer","test_delivery_schedule","TestDeleteDeliverySchedule","","","test_deleteDeliverySchedule_withValidID_returns204[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:17 GMT 2023","Sun Sep 10 02:23:18 GMT 2023","1779","tests.driver_process","test_driver_process","TestDriverMetroScan","","","test_driverMetroScan_withValidData_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:24 GMT 2023","Sun Sep 10 02:23:24 GMT 2023","248","tests.facility","test_facility","TestGetFacility","","","test_getFacility_byValidID_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:24:35 GMT 2023","Sun Sep 10 02:24:35 GMT 2023","511","tests.user","test_drivers_list","TestGetAllDrivers","","","test_getAllDrivers_withExistingDrivers_return200AndData[User.FACILITY_ADMIN]",""
"passed","Sun Sep 10 02:19:50 GMT 2023","Sun Sep 10 02:19:51 GMT 2023","108","tests.customer","test_customer","TestGetCustomer","","","test_getCustomer_withWrongID_returns404AndError[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:24 GMT 2023","Sun Sep 10 02:23:24 GMT 2023","139","tests.facility","test_facility","TestGetAllFacilities","","","test_getAllFacilities_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:25 GMT 2023","Sun Sep 10 02:23:25 GMT 2023","394","tests.facility","test_facility","TestUpdateFacility","","","test_updateFacility_byValidIDWithExistingName_returns400AndError[User.SUPERUSER]",""
"skipped","Sun Sep 10 02:23:10 GMT 2023","Sun Sep 10 02:23:10 GMT 2023","0","tests.driver_process","test_driver_process","TestGetOrders","","","test_getOrders_withValidDataAndExistingOrders_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:26 GMT 2023","Sun Sep 10 02:23:26 GMT 2023","72","tests.facility","test_facility","TestFacilityAuth","","","test_getFacility_unauthRequest_returns400AndError[User.NONE]",""
"passed","Sun Sep 10 02:23:10 GMT 2023","Sun Sep 10 02:23:10 GMT 2023","105","tests.driver_process","test_driver_process","TestGetOrders","","","test_getOrders_withWrongDriver_returns400AndError[User.SUPERUSER]",""
"passed","Sun Sep 10 02:24:20 GMT 2023","Sun Sep 10 02:24:21 GMT 2023","588","tests.staging","test_staging","TestGetOrders","","","test_getOrders_forFacilityByCustomer_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:24:17 GMT 2023","Sun Sep 10 02:24:18 GMT 2023","365","tests.staging","test_staging","TestGetOrders","","","test_getOrders_forFacilityWithNoOrders_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:19:50 GMT 2023","Sun Sep 10 02:19:50 GMT 2023","252","tests.customer","test_customer","TestGetAllCustomers","","","test_getAllCustomers_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:26 GMT 2023","Sun Sep 10 02:23:26 GMT 2023","104","tests.facility","test_facility","TestDeleteFacility","","","test_deleteFacility_byInvalidID_returns404AndError[User.SUPERUSER]",""
"passed","Sun Sep 10 02:24:11 GMT 2023","Sun Sep 10 02:24:14 GMT 2023","2280","tests.order","test_driver_assignment","TestGetTruckOrdersAndDrivers","","","test_getTruckOrdersAndDrivers_withAssignedOrders_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:19:53 GMT 2023","Sun Sep 10 02:19:53 GMT 2023","103","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_ALL_returns200AndData[User.FACILITY_ADMIN]","
        Get all customers is allowed without section param.
        "
"passed","Sun Sep 10 02:24:44 GMT 2023","Sun Sep 10 02:24:44 GMT 2023","110","tests.user","test_role","TestDeleteRole","","","test_deleteRoleBySuperuser_withInvalidID_returns404AndError[User.SUPERUSER]",""
"broken","Sun Sep 10 02:23:53 GMT 2023","Sun Sep 10 02:23:55 GMT 2023","1600","tests.metro","test_cart_build","TestCreateCart","","","test_cartRebuild_afterStaging_returns400AndError[User.SUPERUSER]",""
"passed","Sun Sep 10 02:24:37 GMT 2023","Sun Sep 10 02:24:37 GMT 2023","441","tests.user","test_role","TestCreateRole","","","test_createRole_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:24:35 GMT 2023","Sun Sep 10 02:24:35 GMT 2023","99","tests.user","test_drivers_list","TestGetAllDrivers","","","test_getAllDrivers_return200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:24:00 GMT 2023","Sun Sep 10 02:24:00 GMT 2023","606","tests.metro","test_metro_item_configuration","TestCreateDeleteMetroItemTypeConfiguration","","","test_createMetroItemConfigBySuperuser_withValidData_returns201AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:29 GMT 2023","Sun Sep 10 02:23:29 GMT 2023","479","tests.facility","test_truck","TestGetTruck","","","test_getTruck_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:58 GMT 2023","Sun Sep 10 02:23:58 GMT 2023","524","tests.metro","test_metro","TestDeleteMetro","","","test_deleteMetroBySuperuser_withValidID_returns204[User.SUPERUSER]",""
"passed","Sun Sep 10 02:19:59 GMT 2023","Sun Sep 10 02:19:59 GMT 2023","109","tests.customer","test_customer_contact","TestDeleteCustomerContact","","","test_deleteCustomerContact_withWrongID_returns204[User.SUPERUSER]",""
"passed","Sun Sep 10 02:24:45 GMT 2023","Sun Sep 10 02:24:46 GMT 2023","485","tests.user","test_token","TestLogin","","","test_loginUser_withWrongEmailAndWrongPassword_returns401AndError[User.NONE-oreyes@example.com-*$g3BIdi$&]",""
"passed","Sun Sep 10 02:24:27 GMT 2023","Sun Sep 10 02:24:29 GMT 2023","1361","tests.staging","test_staging","TestGetMetroList","","","test_getMetroList_withExistingOrderAndWithMetros_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:13 GMT 2023","Sun Sep 10 02:23:13 GMT 2023","105","tests.driver_process","test_driver_process","TestGetMetroList","","","test_getMetroList_withWrongOrderID_returns400AndError[User.SUPERUSER]",""
"passed","Sun Sep 10 02:19:53 GMT 2023","Sun Sep 10 02:19:54 GMT 2023","93","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_PATCH_DELETE_returns400AndError[User.SUPERUSER-GET]",""
"passed","Sun Sep 10 02:23:32 GMT 2023","Sun Sep 10 02:23:33 GMT 2023","372","tests.inventory","test_inventory_location","TestCreateInventoryLocation","","","test_createInventoryLocation_withValidData_returns201AndData[User.SUPERUSER-clear_metro]",""
"passed","Sun Sep 10 02:24:33 GMT 2023","Sun Sep 10 02:24:34 GMT 2023","1421","tests.staging","test_staging","TestSubmitAction","","","test_submitAction_withLongDisneyOrderID_returns400AndError[User.SUPERUSER]",""
"passed","Sun Sep 10 02:23:24 GMT 2023","Sun Sep 10 02:23:24 GMT 2023","255","tests.facility","test_facility","TestUpdateFacility","","","test_updateFacility_byValidID_returns200AndData[User.SUPERUSER]",""
"passed","Sun Sep 10 02:22:56 GMT 2023","Sun Sep 10 02:22:56 GMT 2023","0","tests.dashboards","test_inventory","TestGetDailyGoals","","","test_getDailyGoals_withValidData_returns200AndData[User.SUPERUSER]",""
