"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 26 06:19:14 GMT 2023","Fri May 26 06:19:15 GMT 2023","972","tests.user","test_role","TestGetAllRoles","","","test_getAllRoles_return200AndData[User.FACILITY_ADMIN]",""
"passed","Fri May 26 06:18:32 GMT 2023","Fri May 26 06:18:32 GMT 2023","69","tests.metro","test_cart_build","TestGetCart","","","test_getCartBySuperuser_returns200AndData[User.SUPERUSER]",""
"passed","Fri May 26 06:18:24 GMT 2023","Fri May 26 06:18:25 GMT 2023","280","tests.facility","test_truck","TestUpdateTruck","","","test_updateTruck_withValidID_returns200AndData[User.SUPERUSER]",""
"passed","Fri May 26 06:18:35 GMT 2023","Fri May 26 06:18:35 GMT 2023","69","tests.metro","test_metro_item_configuration","TestDeleteMetroItemTypeConfiguration","","","test_deleteMetroItemConfigBySuperuser_byValidID_returns404[User.SUPERUSER]",""
"passed","Fri May 26 06:18:10 GMT 2023","Fri May 26 06:18:10 GMT 2023","347","tests.customer","test_delivery_schedule","TestDeleteDeliverySchedule","","","test_deleteDeliverySchedule_withValidID_returns204[User.SUPERUSER]",""
"passed","Fri May 26 06:19:20 GMT 2023","Fri May 26 06:19:20 GMT 2023","12","tests.user","test_token","TestRefreshToken","","","test_getNewAccessToken_withWrongRefreshToken_returns401AndError[User.NONE]",""
"passed","Fri May 26 06:18:17 GMT 2023","Fri May 26 06:18:18 GMT 2023","1051","tests.driver_process","test_driver_process","TestDriverMetroScan","","","test_driverMetroScan_withValidData_returns200AndData[User.SUPERUSER]",""
"passed","Fri May 26 06:18:05 GMT 2023","Fri May 26 06:18:05 GMT 2023","55","tests.customer","test_customer","TestCustomerWithoutSectionParam","","","test_GET_PATCH_DELETE_returns400AndError[User.SUPERUSER-DELETE]",""
"passed","Fri May 26 06:18:22 GMT 2023","Fri May 26 06:18:22 GMT 2023","73","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_GET_ALL_returns200AndData[User.SUPERUSER]","
        Get all customers is allowed without section param.
        "
"passed","Fri May 26 06:18:21 GMT 2023","Fri May 26 06:18:22 GMT 2023","177","tests.facility","test_facility","TestUpdateFacility","","","test_updateFacility_byValidID_returns200AndData[User.SUPERUSER]",""
"passed","Fri May 26 06:18:23 GMT 2023","Fri May 26 06:18:23 GMT 2023","40","tests.facility","test_facility","TestFacilityWithoutSectionParam","","","test_GET_returns400AndError[User.FACILITY_USER]",""
"passed","Fri May 26 06:18:02 GMT 2023","Fri May 26 06:18:03 GMT 2023","177","tests.customer","test_customer","TestCreateCustomer","","","test_createCustomer_withExistingNameAndBarcode_returns400AndError[User.SUPERUSER-existing_data1-error1]",""
"passed","Fri May 26 06:19:19 GMT 2023","Fri May 26 06:19:19 GMT 2023","365","tests.user","test_token","TestLogin","","","test_loginUser_withWrongEmailAndWrongPassword_returns401AndError[User.NONE-Richard Small-p_(4TRlHjW]",""
"passed","Fri May 26 06:19:02 GMT 2023","Fri May 26 06:19:02 GMT 2023","58","tests.user","test_drivers_list","TestGetAllDrivers","","","test_getAllDrivers_return200AndData[User.FACILITY_ADMIN]",""
"passed","Fri May 26 06:18:50 GMT 2023","Fri May 26 06:18:50 GMT 2023","358","tests.staging","test_staging","TestAssignMetro","","","test_assignMetro_withMetroWithoutCartBuild_returns400AndError[User.SUPERUSER]",""
